state,race,lf1,lf4,lf7,lf13,punemp1,punemp4,punemp7,punemp13,WHM1,WHM2,WHM3,WHM4,WHM5,WHM6,WHM7,WHM8,WHM9,WHM1_2,WHF1,WHF2,WHF3,WHF4,WHF5,WHF6,WHF7,WHF8,WHF9,WHF1_2,BLKM1,BLKM2,BLKM3,BLKM4,BLKM5,BLKM6,BLKM7,BLKM8,BLKM9,BLKM1_2,BLKF1,BLKF2,BLKF3,BLKF4,BLKF5,BLKF6,BLKF7,BLKF8,BLKF9,BLKF1_2,HISPM1,HISPM2,HISPM3,HISPM4,HISPM5,HISPM6,HISPM7,HISPM8,HISPM9,HISPM1_2,HISPF1,HISPF2,HISPF3,HISPF4,HISPF5,HISPF6,HISPF7,HISPF8,HISPF9,HISPF1_2
Kansas,279,1529,1363,82,109,6.8,6.3,13.2,11.8,4991,31037,11168,19694,11423,28760,32587,14816,14022,21724,2024,36594,10082,23318,39614,2786,8451,6430,26154,11926,56,1193,845,1585,1975,1540,4645,3031,3520,931,67,1784,1136,2229,5737,346,1580,1286,5116,652,87,907,756,1374,1014,4165,8336,6786,3756,1186,46,981,683,1939,2664,300,3286,3595,3988,483
Kansas,260,1497,1338,78,91,7.4,6.9,13.2,13,4780,31432,10731,19346,11598,29224,33041,15380,14236,21587,1850,37132,10029,22682,38704,2861,8672,6201,26061,12132,53,1306,770,1602,1813,1510,4767,3469,3645,900,62,1906,1078,2231,5209,363,1584,1419,5285,637,102,965,716,1507,1030,4128,8258,7464,3617,1227,52,1084,698,2096,2571,332,3197,3710,4076,506
Kansas,303,1500,1336,82,106,6.7,6,14,10.5,4958,32508,10363,19490,11914,29408,34790,15713,16144,21812,1907,38205,10092,20618,38374,2569,8380,6098,27793,12363,54,1372,766,1611,1890,1555,4888,3675,4025,931,55,2023,1046,2231,5592,339,1468,1458,5714,653,115,1019,750,1537,1096,3882,8397,7843,3739,1294,47,1166,699,2035,2726,273,2757,3986,4608,565
Kansas,277,1478,1312,73,118,5.6,5,14,6.9,5060,34221,10857,20039,11916,29836,35696,15838,16612,21686,1814,39499,10237,20909,37305,2370,8358,6165,28171,12674,47,1386,846,1703,1956,1582,5165,4096,4076,951,42,2025,1129,2354,5885,301,1617,1616,5676,722,121,1155,800,1647,1120,4087,8104,7770,3942,1302,49,1239,748,2221,2817,255,2966,4099,4671,562
Kansas,329,1486,1304,78,120,5.6,5.2,11.8,8.1,5339,35748,10944,20008,12233,30053,36203,15416,16782,23117,1909,40504,10070,20475,37382,2346,8336,6311,28219,13584,58,1529,847,1734,2048,1552,5725,4051,4385,1046,45,2196,1172,2345,6100,273,1755,1589,6382,776,162,1218,791,1757,1206,4353,7826,8214,3988,1425,44,1389,787,2275,3101,249,2799,4278,5055,654
Kansas,233,1502,1300,79,145,4.6,4.2,7.6,5.5,5345,36097,11174,20658,12371,28795,36136,15135,16539,23453,1857,41042,9980,21345,36857,2176,8287,5361,29516,13743,53,1567,825,1764,2061,1489,5721,4138,4546,1035,43,2163,1161,2585,6192,237,1738,1428,6811,755,118,1253,866,1916,1268,4550,7914,7224,4235,1399,39,1410,864,2525,3256,271,2933,4031,5333,679
Kansas,229,1493,1302,89,166,4.3,4.1,6.6,4.5,5459,37022,10741,20362,12523,28602,36038,15073,16751,23552,1856,41157,9910,20662,37159,2203,7926,5066,26935,13877,56,1636,846,1825,2052,1539,5906,3994,4524,1072,51,2290,1093,2631,6762,275,1575,1378,6447,779,122,1404,884,2048,1316,4217,8643,7201,4092,1548,58,1499,866,2593,3464,294,3064,4079,5296,687
Kansas,215,1483,1315,86,180,4.2,3.7,10.4,6.5,5408,37477,11113,21335,13253,28662,34969,16533,16495,24259,1931,42187,9951,21728,37361,2144,7864,6208,27704,14377,62,1699,816,2060,2183,1729,5822,4905,4273,1160,38,2444,1015,3085,6943,270,1664,1900,6393,825,129,1520,867,2073,1492,4216,8603,7478,4182,1623,61,1699,863,2850,3653,295,3530,3957,5584,739
Kansas,198,1480,1295,78,187,3.6,2.9,11.7,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,392,2064,1865,154,64,10.6,10.1,16.5,9.6,5856,33048,15880,25783,23570,43220,65023,38918,23654,32441,2201,51580,20561,32817,59965,2875,20817,19650,45995,18028,98,1420,985,2233,6778,1914,7433,7234,6146,1630,69,2769,1801,3468,8647,346,3528,3420,8910,1224,97,680,360,547,1595,946,2041,3897,2876,564,35,571,165,475,1086,80,800,1867,2300,227
Kentucky,425,2056,1873,148,79,10.3,9.699999999999999,19.6,14.2,5758,33480,16127,26125,20758,41533,66490,39668,22485,33388,2219,52790,21026,32356,57982,2670,20861,18872,44794,17908,91,1439,1141,2359,4600,1794,7634,7703,5800,1634,66,2843,1975,3405,7734,303,3544,3512,8482,1157,100,715,505,568,1384,721,1991,4018,2997,665,35,629,211,471,1114,228,977,1953,2337,272
Kentucky,355,2055,1873,138,69,9.5,9.1,17.4,13.4,5984,33601,16062,26560,18896,42741,68538,40327,22821,33268,2107,53406,21623,31442,57933,2622,21265,18393,43966,18909,103,1361,1096,2461,2390,1766,8356,8331,6274,1657,53,2832,2073,3599,7362,256,3695,3617,9367,1178,98,579,419,558,470,672,1988,3689,2995,657,26,558,195,492,914,167,939,1771,2449,257
Kentucky,335,2065,1837,158,71,8,7.6,13.5,7.6,5614,35334,15888,26126,19808,41410,73869,39612,22379,33717,2145,55883,21050,30695,57910,2410,23104,18794,43625,19360,89,1517,1012,2540,2309,1870,9688,8420,6776,1726,63,3164,1830,3559,7709,270,4269,3818,10066,1281,88,859,455,595,543,769,2261,3632,2627,791,59,1129,203,548,1189,60,1117,1717,2351,354
Kentucky,345,2069,1828,168,75,8.1,7.6,13.2,10.8,5509,36197,15646,27018,19660,40529,75441,40971,22270,33703,2202,57435,20219,30470,56825,2249,23801,19839,42860,19623,85,1522,1005,2628,2347,1767,10463,8761,7015,1738,68,3324,1819,3689,7796,289,4765,4166,9980,1321,113,734,374,616,504,1128,2817,3632,2534,831,27,766,183,597,1060,81,1457,1600,2372,309
Kentucky,386,2007,1776,170,66,6.5,6.2,9.6,7.6,5764,36919,15743,26683,20272,41739,77002,40962,21801,32876,2497,58219,20281,30397,57173,2478,23644,19482,42198,19194,110,1586,1123,2608,2549,1767,11377,9560,6629,1717,64,3616,1773,3889,8335,262,4946,4344,10005,1321,92,817,420,667,517,1327,2893,3491,2440,703,39,915,255,629,1147,134,1497,1661,2391,331
Kentucky,332,1945,1741,149,72,5.4,4.9,11.2,9.699999999999999,5677,38542,15344,26841,20688,43381,78790,42576,21275,34748,2369,60882,21125,30467,57595,2721,24274,19669,41532,20512,100,1710,1087,2633,2681,1974,12361,10045,6598,1961,90,3960,1866,4117,9151,369,5216,4663,10337,1581,84,857,315,638,615,1063,3454,3738,2345,888,26,1005,235,786,1347,99,1783,1992,2298,441
Kentucky,323,2003,1790,160,65,4.9,4.8,6.9,7.9,5697,40570,15433,26727,21608,41006,79958,44347,22797,35312,2531,64523,20783,30356,59874,3526,25179,21014,44821,22455,109,1920,1165,2523,2921,1960,13759,10993,7066,2093,99,4595,1881,4139,10021,442,6055,5262,11044,1693,90,1051,337,656,639,1016,3725,4249,2576,989,33,1280,255,798,1714,146,1902,2217,2643,527
Kentucky,328,2073,1845,175,66,5.2,4.8,8.300000000000001,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,949,2076,1434,582,76,7.1,5.9,10.4,7.3,5193,28159,15956,13859,7698,49534,27624,13648,13522,26088,1621,34211,11399,16802,32284,1735,3567,3358,17083,9473,245,2643,3112,7371,4543,15459,18247,15661,17350,3800,182,7911,6725,19177,18580,1839,5819,7097,33511,2979,142,929,744,577,398,6811,2318,3812,1906,943,33,880,301,1023,1363,300,306,1011,2091,284
Louisiana,999,2092,1448,585,74,7.8,6.2,12.2,8.1,5474,29658,16121,13676,8154,50331,27940,12978,13926,25808,1684,34775,11490,16360,31488,1566,3332,3095,16461,9246,236,2661,3103,7272,4638,14992,18424,14408,18217,3711,193,8018,6713,18401,17612,1454,5272,5630,34319,2874,172,990,693,649,362,7268,2118,2962,1881,899,37,862,294,979,1251,383,266,790,2067,283
Louisiana,1050,2054,1413,591,81,7.8,5.7,13,12.2,4694,29457,16525,14444,7935,48684,28143,14760,14066,26935,1623,35542,11977,16727,30968,1435,3079,2852,17062,9644,334,2806,3372,7693,4949,14594,18788,15429,18735,3822,195,8889,7205,19702,17760,1325,4899,5716,35780,3039,337,1083,890,707,405,7010,2201,3364,1858,996,36,985,676,1045,1344,334,220,897,1933,350
Louisiana,868,2077,1410,602,99,7.1,4.8,12.2,8.5,4850,31672,17232,14306,8144,52388,28565,14140,14286,27447,1656,36601,12121,16567,31522,1592,3097,3201,17097,10167,238,3055,3554,8054,5283,17047,20237,15711,19078,3916,237,9561,8336,20537,19111,1459,4922,5796,39716,3202,138,1164,825,795,467,7472,1952,3125,1597,998,31,1093,362,1159,1541,595,232,599,1849,348
Louisiana,907,2096,1435,590,101,7,4.9,12.2,12.5,4844,33269,18107,13164,8325,54985,29284,14394,13284,28093,1668,38634,12331,14871,31395,1660,3119,2757,16376,10439,217,3268,3613,7675,5135,16411,20742,16520,19335,4070,196,10524,8344,19692,18749,1307,4781,6131,41451,3314,112,1202,975,742,354,8484,2677,2987,1497,1100,37,1074,362,1190,1248,411,250,386,1673,326
Louisiana,846,2159,1459,619,124,6.4,4.6,10.3,8.5,4968,34511,19200,13281,8657,53537,30057,14882,13139,27872,1771,39942,12826,15172,31446,1705,3072,3015,16573,11124,243,3601,4201,8467,5639,17220,21708,16939,19764,4081,219,12049,9191,21673,20196,1367,5257,6125,42728,4104,122,1277,848,871,437,9856,2680,3444,1434,1102,37,1138,341,1369,1167,437,248,500,1640,340
Louisiana,814,2166,1438,633,117,6.2,4.8,9.699999999999999,7.6,5106,33788,16849,13179,8226,52464,29203,14763,13942,26960,1879,40289,12272,14930,30582,1702,3214,3029,17736,11004,233,3516,3615,8387,5971,17160,21196,16510,21522,4133,206,11193,8945,21862,20803,1425,5427,5911,46262,4153,153,1336,727,1027,423,10806,2565,3308,1685,1156,42,1195,356,1500,1244,458,266,588,1952,435
Louisiana,746,2127,1388,641,100,6.2,4.3,10.5,3.8,5270,32073,16137,12692,8099,49738,27336,13608,14844,25796,2085,41667,12937,13829,30353,1723,3153,3130,18506,11031,352,3482,3615,7632,6499,15843,19952,16443,22401,3927,350,11589,9634,19961,21285,1466,5268,6190,46286,4002,147,1294,812,913,483,11563,2428,3290,1741,1140,62,1315,414,1330,1323,620,229,569,2090,466
Louisiana,684,2114,1391,627,127,5.1,3.4,8.9,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2,695,668,,7,8.1,7.8,,6.5,1622,11270,4938,10245,5768,11863,12430,5814,7312,7485,857,23741,6053,12560,22143,1077,4410,1942,18292,5980,5,109,50,164,102,77,290,245,364,90,1,80,35,95,118,8,50,232,348,25,10,110,54,100,62,136,138,256,149,53,6,99,34,106,169,5,30,80,177,53
Maine,6,690,665,7,6,8.199999999999999,8,21.4,12.5,1662,11544,5297,9844,5919,11406,12053,5801,7427,7528,929,24171,6201,12138,22034,967,3918,2314,18532,6129,10,121,61,187,102,79,299,271,348,79,1,97,38,93,123,4,39,217,361,34,10,141,37,131,53,126,227,93,135,59,6,102,46,114,153,17,48,64,152,40
Maine,3,700,675,8,,8,7.6,15.7,,1650,12117,5229,9682,5958,12373,11952,6249,7310,7744,888,24541,6209,11781,21791,1047,4160,2666,18372,6159,2,134,61,176,112,86,329,351,444,69,1,101,36,107,113,6,92,239,507,23,11,111,48,107,81,84,113,137,202,58,4,121,39,89,156,40,56,102,256,51
Maine,7,703,673,7,8,7.7,7.4,20.7,13.6,1714,12552,5010,10168,6029,12642,11373,6084,7445,7812,1000,25302,6221,11814,21763,830,4016,2485,18749,6379,11,132,124,204,160,111,238,309,410,68,3,147,61,127,111,4,60,233,440,26,15,129,76,101,70,79,98,131,154,65,5,148,111,94,155,6,31,135,243,53
Maine,6,711,685,7,,6.8,6.6,15.6,,1639,12538,4937,10247,5923,11641,12280,6249,7462,7927,898,25551,5989,12060,21056,805,3866,2358,18982,6506,5,156,59,225,157,60,368,449,378,68,7,146,55,163,171,7,57,300,425,35,12,105,47,118,76,52,111,147,152,49,1,159,45,120,163,9,44,53,203,52
Maine,4,696,667,8,,5.7,5.5,10.7,,1578,13073,4701,9914,6184,11260,12915,5917,7336,8023,898,26555,5834,11708,21444,705,3838,1769,19010,6626,4,175,87,210,187,74,352,250,423,79,3,195,52,192,230,1,61,76,508,35,12,113,43,124,96,159,155,108,160,63,2,169,41,152,178,11,55,14,188,57
Maine,7,677,639,,,4.4,4.2,,,1626,13427,4663,9915,5945,11149,12620,5370,7089,8122,1108,27004,5818,11382,21318,703,3708,1776,18183,6869,5,217,71,271,195,104,391,308,459,94,6,209,61,235,263,2,57,101,647,65,11,130,37,129,85,77,190,102,137,68,2,209,44,169,193,6,65,34,176,69
Maine,6,694,652,,,3.9,3.9,,,1657,13787,4742,9981,6682,11177,12844,6099,7841,8334,1019,27203,5824,11359,21682,623,3915,1705,19315,7144,5,247,81,271,279,114,547,425,510,99,6,286,66,246,505,4,228,106,696,76,12,140,45,133,130,121,252,155,169,95,5,222,63,157,257,7,114,28,247,79
Maine,5,702,668,,,3.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,744,3036,1956,867,257,7.1,6.1,9.300000000000001,7.6,10276,68478,20335,27341,13583,31256,25380,14598,24308,41018,4092,75512,17014,26850,53852,1862,6076,5533,32942,24535,640,11413,8469,12271,8876,8326,18109,14853,28890,6265,601,23587,13909,15669,31923,1248,4738,6335,41343,6896,259,2960,1998,1926,1244,6647,3522,11027,11305,2018,129,2724,1330,2459,3500,456,1077,3610,10905,1006
Maryland,1234,3055,1953,875,254,7.7,6.2,11.3,8.800000000000001,10454,69019,18740,26768,13964,31443,25044,14912,23646,41083,4124,76491,16457,27073,52930,1804,6275,5319,31804,25062,632,11436,7726,13302,8827,8174,18631,13705,28838,6157,594,23641,13333,17752,30672,1128,5108,5304,41196,6951,268,3046,1783,2048,1477,6060,3332,10598,11142,2065,111,2772,1153,2744,3535,439,1106,3370,10934,1051
Maryland,917,3090,1966,879,251,7,5.7,10.3,7,10790,71159,17426,26693,14362,31471,24251,14975,25949,41143,4329,78735,15863,26874,52302,1623,5872,5417,33305,25484,561,11744,7093,13467,8869,8021,17809,14570,30985,6349,585,23877,13293,18186,30171,915,4760,5847,42781,7148,303,3273,1416,2220,1453,6478,3399,10119,11379,2311,103,3199,1011,2782,3656,341,1123,3342,11499,1195
Maryland,976,3120,1938,923,291,7,5.6,10.2,6.7,10312,70864,17691,26524,14227,29669,23787,15420,23584,40856,4133,79712,16921,25976,51435,1484,5677,5428,32068,25678,563,11861,7112,13417,8675,7519,18185,15105,32596,6141,630,24078,13532,18138,29818,915,4817,6058,43639,6945,275,3218,1531,2209,1421,6513,3511,10603,11063,2362,110,3130,941,2737,3658,312,1137,3477,11486,1193
Maryland,946,3128,1894,913,312,6.7,5.4,9.699999999999999,5.1,10785,69970,17942,26833,14502,28920,23346,15295,23264,40543,4541,79784,15720,25952,50648,1508,5691,5158,32490,25762,571,12169,7109,13866,9151,7492,18525,15902,32290,6403,632,25177,12921,18623,29776,817,4716,6465,44015,7230,286,3440,1645,2322,1464,6709,3250,9730,10853,2414,146,3431,996,2884,3822,297,991,3380,11457,1211
Maryland,925,3097,1869,894,293,5.8,4.7,8.5,5.6,10092,69954,17709,26035,14396,27944,24020,14730,23613,40619,4153,80266,15216,24814,48885,1399,5690,5021,34149,26262,578,12140,7324,13784,9166,7413,18499,16326,34537,6458,600,25301,13189,19314,29588,785,4925,6044,49533,7480,280,3413,1599,2435,1557,6484,3355,9527,9968,2512,135,3548,1005,3028,3876,308,1057,2642,11459,1334
Maryland,886,3179,1964,906,262,5.2,3.6,8.300000000000001,5.4,9959,71776,17517,26000,14461,27940,25329,15231,22326,41460,4226,82681,14857,23988,47837,1280,5795,5059,33231,26696,568,12490,7347,13570,9614,7725,20480,18326,33349,6569,746,26304,13138,19104,29987,805,5875,7536,48015,7725,287,3673,1667,2603,1715,6872,3517,10558,9556,2683,139,3690,1024,2974,4153,304,996,2982,11746,1528
Maryland,874,3172,1920,929,306,4.2,3.1,6.8,5.4,10096,74250,17816,26433,15328,28288,24136,16725,21777,42246,4286,86642,15695,24314,47909,1395,5595,5292,33114,27843,564,13299,7766,13634,10212,8161,21276,19767,32404,7002,700,27287,13555,19776,31403,737,6396,8904,50008,8479,311,4099,1871,2530,1722,7050,3987,9807,9719,2906,142,4345,1171,3195,4659,278,1341,3187,12728,1585
Maryland,887,3213,1880,994,348,4.2,3.2,6.1,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,84,3485,3070,203,235,8.4,8.1,15.3,15.6,18909,131626,29779,57181,27692,35793,43222,23221,49347,72835,7282,162002,31721,52425,105860,3841,14327,9468,81094,50638,195,5756,3546,4060,3946,2102,6532,3646,19029,2389,171,10024,4470,4446,11614,332,1764,1545,28011,2223,297,4361,2510,4162,2973,3150,9991,8512,18921,2547,131,5494,2371,5297,8821,999,4443,4792,19635,1847
Massachusetts,111,3493,3061,227,239,8.5,8.199999999999999,11.5,16.1,18095,135097,28591,59615,26870,35165,41357,23308,47195,72238,7176,165097,31045,54275,101015,3724,12844,9275,73095,50106,211,5882,3490,4361,3868,2051,6210,3750,18030,2302,175,9887,4639,4691,10962,262,1612,1390,24701,2079,333,4744,2416,4549,3005,3460,8919,7879,20034,2572,151,5689,2251,5655,8759,1217,3732,4158,19248,1710
Massachusetts,106,3458,3001,216,263,7.3,7.1,11,10.3,18469,140826,28172,58603,27385,34575,40223,21113,49806,74724,7627,171027,31831,54604,101952,3427,12193,7487,75555,52927,259,6444,3585,4450,4034,1990,6424,3898,19050,2467,180,10696,4925,4928,11127,238,1542,1797,26159,2348,334,5236,2364,4692,3067,3257,9358,7805,20117,2720,167,6428,2333,5953,8854,855,3910,4146,20176,1929
Massachusetts,82,3487,2971,230,281,6.7,6.4,12.1,9.800000000000001,17725,142302,27450,58448,26594,34504,39688,20239,50418,74878,7378,175416,31582,54067,98992,3406,11597,7013,75817,52890,236,6458,3557,4664,3962,1970,6752,3582,20243,2414,180,10555,4790,4899,10857,253,1572,1482,28256,2348,325,5437,2494,4661,3124,3258,9629,8404,18759,2886,133,6560,2577,6102,9095,789,3859,4396,20258,1907
Massachusetts,100,3484,2934,240,294,7,6.6,10.6,13.9,18349,142886,27394,59891,27981,33999,40026,20600,49350,74802,7628,179531,32159,54584,99615,3356,11478,6944,74539,54460,271,6629,3612,4962,4139,2066,7530,3936,20764,2427,203,10808,4815,5246,11088,340,1736,1561,28455,2427,379,5767,2603,5056,3369,3446,10024,8766,19392,2897,155,7031,2749,6465,9607,832,4101,4724,20548,2083
Massachusetts,107,3558,2967,252,321,5.8,5.2,10.8,10.9,18412,146751,26631,60125,26555,34903,40958,21597,48073,76233,7852,182395,30938,56427,95865,3530,11327,7043,73128,55989,294,6890,3522,5063,3963,2273,8329,4540,21461,2499,234,11669,4779,5723,10976,291,1729,2061,30391,2502,437,6168,2638,5180,3344,3470,10412,8828,19350,3141,173,7751,2813,6962,9810,780,3952,4583,21348,2401
Massachusetts,118,3590,3012,288,314,4.9,4.4,10.6,11,18220,146656,26584,62576,26826,35550,40499,20926,48472,78610,8228,185081,30373,56759,94262,3504,11059,6135,76549,58367,274,7106,3666,5549,4138,2465,8458,4513,23379,2785,238,11902,4657,6025,11426,299,1984,1684,34242,2739,408,6471,2796,5640,3590,3960,10942,8660,20211,3463,185,8446,2710,7303,10705,997,4522,4474,24086,2642
Massachusetts,135,3587,2984,296,350,3.7,3.5,6,6.5,19035,151734,26277,66707,28037,35081,40189,22109,47359,80582,8892,193098,31031,61209,94065,3011,10672,6972,77488,61243,324,7623,3940,6027,4547,2476,8411,5248,23295,2951,263,13164,5821,6573,12323,291,1922,2215,35181,2856,1517,7171,2905,6066,4351,3933,11686,9255,20145,3721,249,9087,2906,8115,11623,1135,4598,5089,25353,2873
Massachusetts,115,3666,3010,312,354,3.9,3.5,7.8,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,777,4908,4079,565,137,13.3,12.2,21,16.6,16193,114902,37506,51161,23470,65754,98826,42018,45908,71038,6555,127010,38252,69695,99658,4796,31045,22025,80070,38982,493,6116,3786,6051,4692,4314,18694,9107,18047,3839,580,13958,6410,11938,22578,806,9145,5827,32179,4493,303,2896,1046,1777,932,2709,7363,7754,6655,2011,112,2572,1112,2743,3364,333,3138,4457,7631,1019
Michigan,915,4821,4036,549,193,12.2,10.6,23.9,13.7,16115,122057,38161,52023,24713,67525,100989,46035,46873,69317,5987,139018,38255,68123,98980,4758,30613,22846,80606,38507,404,6392,3552,6211,4693,4664,18687,11040,17565,3839,500,14268,6307,12087,21507,795,9418,6166,31880,4400,256,3010,1701,1863,995,2638,7016,8196,6789,1917,84,2738,1247,2763,3515,252,3016,4478,7616,1018
Michigan,835,4658,3890,541,180,10.2,9,20.1,10.7,16559,127506,39885,53183,26679,70096,106404,49714,48777,71209,6302,141143,39672,67814,101616,5006,32654,23101,82683,39248,423,6680,3703,6524,5280,4757,21144,12020,18656,3928,574,14695,6731,12489,21634,803,10824,6810,33067,4447,279,3406,1802,1988,1152,2750,7721,7943,7996,2074,104,2941,1311,2900,3531,312,3218,4252,8379,1060
Michigan,860,4671,3874,567,175,9.1,8,16.9,10.8,16846,132599,40734,50876,28483,71905,108905,52416,51824,71830,6392,143693,39049,64545,103311,4700,33417,23287,88126,40649,416,7196,3706,6469,5614,4987,22813,12889,19554,3958,532,15166,6303,12478,22307,775,11562,7496,35036,4458,596,3480,1334,1739,1269,2671,7864,7751,7575,2086,96,3153,1117,2431,3675,568,3418,4363,8346,1306
Michigan,855,4724,3891,595,185,8.6,7.4,16.5,13,17122,135817,41885,51643,30191,74398,111203,55202,51773,73518,6405,141422,38466,63927,102058,5027,34605,24842,87449,41180,396,7390,3875,7222,5834,5272,25896,14656,20402,4197,439,15564,5902,13409,22703,951,14121,8847,37629,4626,323,3728,2100,1903,1449,2948,8492,7752,7925,2258,111,3449,1366,2603,3825,413,3981,4554,9088,1204
Michigan,893,4749,3864,603,222,7.2,5.8,15.9,8.800000000000001,17303,139530,41307,50516,31074,77078,115787,52554,51075,75170,6343,141923,38638,61248,101402,4903,36325,23543,85894,42262,443,7489,3736,7138,6036,5481,28131,15612,20431,4415,447,15384,6110,13794,23142,835,15077,9734,38964,5018,334,4172,1489,1887,1539,2829,8888,7584,7848,2339,107,3491,1345,2738,3867,336,4208,4612,9237,1278
Michigan,786,4758,3944,557,258,5.4,4.5,11.6,8.6,17445,147591,43530,50027,32101,76065,116364,53954,51066,78766,6643,153368,39253,58260,103021,5013,35509,24229,91293,44757,539,8277,4033,6903,6438,5885,31023,17256,22137,4715,575,17510,6664,13336,25297,922,16611,10682,43101,5234,331,4922,1698,2009,1516,3091,9179,7992,8096,2636,115,4060,1531,2745,4081,498,4475,5044,9546,1409
Michigan,891,4848,4003,594,240,4.9,4.1,10.1,6.1,17629,154547,45777,52308,34052,75615,118300,53990,51006,82457,6649,157064,40766,61463,105649,4859,36926,22926,89873,46217,523,9279,4576,7719,7262,6038,32397,18470,22681,5000,484,18646,7511,15015,27020,876,17399,11285,44500,5533,360,5675,1851,2314,1922,3262,9802,8311,8166,2901,150,4529,1558,3178,4762,326,5093,5695,9939,1644
Michigan,779,4868,4017,596,223,4.7,4,9.5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,472,2933,2681,110,105,7.8,7.1,22.5,15.5,13580,96699,29182,53540,25259,46903,66361,34808,33918,55080,5661,118521,35000,54425,102703,3968,20435,22688,75041,38653,142,2716,1375,2598,2640,980,5246,4125,8180,1228,89,3158,1545,3307,5800,111,1534,2401,11585,884,199,1780,759,1598,1001,1956,5668,6743,7995,1218,62,1624,691,1585,2476,183,2209,4631,6316,676
Minnesota,410,2935,2691,110,105,7.3,6.4,22,12.3,13029,98205,26852,53587,27175,45430,66290,32487,35258,54977,5281,120426,33570,52476,99998,4132,20039,16099,79589,39591,155,2790,1233,2661,2842,946,5356,4000,8889,1234,83,3352,1440,3311,5795,110,1575,1726,12528,907,236,1838,675,1726,1279,1809,5878,6557,7934,1299,56,1837,623,1588,2614,197,2295,4057,6497,768
Minnesota,469,2954,2705,107,119,6.5,5.6,20.7,8.6,13290,102733,27012,54261,29115,48555,69717,32260,38528,55986,5635,125372,33467,52380,101683,3930,19855,15238,82383,40601,152,3049,1321,2731,2884,1135,5743,4112,10060,1193,93,3552,1532,3496,5606,153,1540,1877,13375,942,181,2036,673,1680,1173,2375,5726,7178,7732,1291,66,1843,658,1631,2574,336,2375,4216,5963,679
Minnesota,448,2945,2615,126,111,5.8,5.2,13.8,8.5,13075,104413,27366,55514,29819,48379,70018,36845,37139,57416,5551,129316,33979,52625,101043,3935,19716,14477,79871,41532,134,3275,1326,3043,2816,1114,5793,4590,9838,1229,75,3789,1517,3841,5688,147,1468,1985,13508,949,173,2234,749,1700,1170,1863,5813,6655,7446,1340,44,2050,611,1788,2639,212,2404,4128,5961,666
Minnesota,349,2960,2605,143,129,4.9,4.3,15,6.8,13193,106873,27278,56796,29762,48888,69358,34843,38881,57668,5546,131149,34190,52398,98808,3614,19397,15953,80729,41639,144,3552,1576,3193,2850,1136,6200,4777,9931,1333,86,4150,1906,4047,5765,93,1555,2230,14043,964,207,2277,809,2038,1208,2100,5855,6603,7615,1389,56,2173,717,2081,2711,354,2462,4079,6658,766
Minnesota,360,2971,2640,149,134,4,3.3,11.4,7,13646,109396,27625,54777,29803,50922,71723,32442,37317,58081,5630,135288,33629,50694,96511,3506,20391,14335,76728,42176,178,3911,1701,3309,2930,1265,7336,5048,11012,1383,77,4408,2215,4210,6026,101,2117,2466,13757,1010,222,2295,868,2174,1314,2369,6134,6425,7170,1371,44,2583,769,2105,2959,280,2684,3731,6412,842
Minnesota,369,3022,2655,150,160,3.8,2.9,14.1,3.8,13632,111637,27700,54933,28468,51785,70723,33202,34596,58668,6221,137949,33622,48993,93447,3429,19527,15232,71772,42489,178,3891,1992,3530,3144,1493,8016,5710,9591,1431,134,4689,2364,4783,6165,119,2169,2636,14448,1012,266,2496,893,2434,1360,2702,6515,6589,6914,1463,112,2653,818,2343,2847,308,2617,3939,8180,860
Minnesota,382,2983,2626,150,175,3.9,3,8.800000000000001,5.3,13381,116007,28042,56661,30538,51673,69537,33447,37844,60308,6231,145046,33411,48917,95328,3550,19640,14784,75035,44834,180,4420,2178,3906,3561,1644,8831,6977,11046,1539,103,5722,2482,5016,7411,199,2416,3072,16252,1193,246,2836,989,2692,1561,2861,6857,6792,7718,1640,72,3208,880,2621,3399,279,2835,4368,7344,987
Minnesota,254,3099,2714,166,162,3.4,2.9,7.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
