state,race,lf1,lf4,lf7,lf13,punemp1,punemp4,punemp7,punemp13,WHM1,WHM2,WHM3,WHM4,WHM5,WHM6,WHM7,WHM8,WHM9,WHM1_2,WHF1,WHF2,WHF3,WHF4,WHF5,WHF6,WHF7,WHF8,WHF9,WHF1_2,BLKM1,BLKM2,BLKM3,BLKM4,BLKM5,BLKM6,BLKM7,BLKM8,BLKM9,BLKM1_2,BLKF1,BLKF2,BLKF3,BLKF4,BLKF5,BLKF6,BLKF7,BLKF8,BLKF9,BLKF1_2,HISPM1,HISPM2,HISPM3,HISPM4,HISPM5,HISPM6,HISPM7,HISPM8,HISPM9,HISPM1_2,HISPF1,HISPF2,HISPF3,HISPF4,HISPF5,HISPF6,HISPF7,HISPF8,HISPF9,HISPF1_2
Connecticut,62,1896,1573,187,289,5.2,4.7,10.8,7.6,9494,61300,15828,21886,11576,21497,19105,9949,18553,37005,4137,74217,13246,19901,40000,1285,6886,3785,30320,25743,203,3943,2072,3159,2786,2184,6232,4114,10574,1837,198,7504,3508,4442,8660,425,2232,1816,20593,1901,224,3660,1771,3152,2360,3085,7076,6026,7857,2219,160,5113,1741,4502,7096,631,4179,3382,11198,1567
Connecticut,98,1915,1607,205,285,4.9,4.8,6,8.699999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,57,438,327,91,27,8.5,7.5,12.7,10.4,1455,12046,4211,5112,3963,5568,5320,2933,4011,8559,554,15830,4016,5753,12881,285,1297,1207,5726,5591,54,1124,1089,1254,1893,820,2759,2683,2867,893,39,2714,1476,2111,6142,130,1202,1331,4505,941,19,393,326,221,338,387,1011,1373,1351,315,12,481,205,370,805,44,616,961,1299,221
Delaware,69,428,320,91,33,8.5,7.6,12,8.6,1407,11771,3994,5100,3911,5565,4615,2936,4387,8324,577,15993,3873,5827,12270,241,1091,1228,6006,5319,54,1073,1024,1215,1962,729,1843,3459,3056,863,46,2648,1470,2151,5854,120,787,1758,4984,907,24,386,320,221,330,588,584,1796,1396,345,13,468,200,395,771,54,347,1259,1325,198
Delaware,82,446,335,92,36,7.5,6.4,11.6,8.300000000000001,1334,12125,3356,5886,3987,6031,5101,2667,4528,8281,530,16214,4149,6759,12165,246,1015,1016,6101,5488,45,1165,821,1339,1777,1007,1938,3141,3307,822,35,2809,1602,2263,5568,98,813,1507,5456,963,26,450,144,255,312,823,632,1651,1314,352,12,523,224,446,860,30,360,1141,1332,221
Delaware,71,448,330,94,40,7.2,6.2,10.8,8.9,1344,12902,3363,5789,4058,5855,4896,2466,4529,8331,565,17078,4034,6517,11662,234,939,804,6115,5505,39,1273,904,1442,1853,1006,2051,3061,3515,825,39,2960,1663,2485,5460,98,727,1515,5942,947,29,429,163,288,291,958,639,1634,1071,329,9,537,229,468,791,40,333,1176,1071,212
Delaware,54,440,322,93,38,7,5.9,10.9,8.5,1421,13547,3350,6554,4139,5499,5119,3147,4418,8576,600,17539,4128,7674,11697,253,1041,1156,6241,5591,41,1364,885,1665,1910,835,2147,3836,3669,806,34,3187,1744,2668,5674,79,888,2077,6610,955,27,507,174,411,299,905,689,1529,1165,364,11,578,257,573,878,40,373,1113,1261,228
Delaware,63,453,329,97,36,5.8,4.8,9.5,9.300000000000001,1375,13622,3385,6500,4268,5342,5129,3343,4274,8441,579,17714,4197,7484,11670,240,1083,1430,6137,5708,55,1438,840,1614,2016,797,2217,4024,3782,825,47,3369,1929,2581,5995,85,904,2257,6831,1035,26,503,157,399,342,879,712,1447,1216,355,11,616,289,580,887,39,326,1059,1527,257
Delaware,60,469,339,103,41,5,4.3,8,6,1343,13713,3524,6267,4417,4915,5081,3707,4327,8152,574,17974,4228,7013,11769,213,881,1400,6211,5589,44,1542,867,1622,2150,673,2216,4627,3966,816,36,3555,1927,2493,6180,83,730,2627,7370,1066,21,517,164,403,386,747,762,1760,1199,424,19,721,294,577,1000,38,312,1109,1729,277
Delaware,76,473,339,108,50,4.3,3.7,6.2,4.9,1267,13931,3822,6138,4270,4961,4837,3514,4212,8141,533,19045,4300,6727,11504,220,910,1389,6242,5841,43,1623,911,1521,2158,666,2333,4676,3904,836,30,3919,1955,2568,6140,99,791,2642,7593,1055,20,577,227,418,398,735,730,1726,1134,415,16,765,344,637,1044,34,399,1365,1683,285
Delaware,48,477,335,109,49,4.8,3.7,8.300000000000001,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,2189,9093,7401,1353,1948,10.4,9.6,15.4,11.6,20991,119051,47629,103273,60364,67830,67814,41785,93646,96486,8933,159127,43984,118172,169791,6303,16032,12156,114662,61757,631,12188,9919,24548,19072,13524,31711,25164,50485,10193,718,37344,19508,37689,62562,1752,10404,8990,84306,9633,2501,22925,14530,32857,23729,28040,34128,38705,55411,19121,1510,29515,11499,43024,60777,2566,10740,13724,56360,12445
Florida,2402,9089,7418,1349,1997,11.1,10.2,16.7,13.6,20259,120451,46121,104425,61813,66956,66791,41845,95309,94725,8376,163412,44329,117287,169517,5856,15977,12989,115921,61770,604,12338,9064,25790,18967,13529,30610,26083,53757,10086,651,34002,19116,37760,61279,1556,10308,9062,88462,9529,2339,23308,13602,34179,23944,26907,33681,37755,57223,19054,1379,30722,11290,44149,60597,2374,10507,13476,57911,12652
Florida,2598,9293,7566,1388,1971,10,8.699999999999999,17.1,11.6,20331,125733,44996,107023,58630,66781,65109,33985,101485,95135,8411,167949,45234,118934,164776,8881,15246,12083,121313,63118,657,13464,9532,27601,20205,14794,31014,24047,58925,10178,675,35887,19911,40178,61692,3446,10087,8701,93729,9886,2423,25423,14084,36534,25410,27164,33672,36282,62603,20020,1473,33412,12245,47236,61384,3306,11174,14047,62185,13504
Florida,2274,9373,7519,1433,2215,8.4,7.4,13.8,9.4,20434,129213,44154,106711,59139,63766,63937,35764,100635,96127,8777,174813,43346,117023,162538,5788,14677,12043,121259,69914,664,14397,10488,28830,21888,13270,31603,25845,62247,10480,583,38654,21109,42180,64229,1744,10006,10434,96142,10328,2398,27431,14933,37828,27549,26474,33303,37130,64135,20885,1176,36452,12404,48289,63418,2726,10704,14533,64636,14737
Florida,2533,9433,7485,1497,2155,7.1,6.1,12.3,8,20415,130509,42836,102856,57037,63867,62720,35751,102939,96336,8315,174606,42046,109041,158743,5971,15062,10765,123810,65263,655,14676,10070,28170,22908,13567,32273,26621,66028,10709,682,39513,19656,42574,65522,1788,10162,9978,100249,10784,2701,29224,15107,38238,27715,28017,34957,37636,68218,21950,1452,38805,12335,48001,65174,3017,10917,14772,68510,15657
Florida,2189,9680,7689,1541,2268,6.3,5.4,10.8,6.6,20730,134734,43404,110848,57418,63944,64281,35861,103716,98133,8587,179040,42106,116925,157007,5919,14262,11422,126327,66350,856,15580,10353,31905,24527,13964,34696,29910,69728,11113,687,42028,19757,48542,70393,1760,10495,11905,106230,11325,2972,31489,15392,42807,29087,28652,37446,39133,69372,23095,1474,42070,12785,53753,67600,2885,11788,16409,70209,16727
Florida,2136,9581,7604,1553,2487,5.4,4.6,9,5.8,20982,138796,42932,112367,58085,64667,69397,37612,100699,98852,8843,185055,42959,115402,156877,4289,15931,11480,124653,67848,751,16389,10426,32919,25984,14498,37730,32316,71312,11471,658,44553,20969,51034,74138,1330,10656,12063,109763,11517,2984,33859,15830,44633,30198,30030,40920,42145,69483,24135,1556,44791,13267,56736,70772,2272,12368,18380,72961,17766
Florida,2285,9754,7699,1589,2607,4.9,4.3,7.9,4.5,21336,144188,45687,112233,62475,63035,70846,40089,103811,102632,8783,189108,43254,114048,164465,3953,16265,12403,130429,69834,724,18065,11018,32338,29328,15557,41385,35334,76832,12287,624,46948,22000,50026,83877,1318,11568,12841,118434,12377,3056,37047,17227,45669,32856,33483,46023,46082,75202,25851,1527,49240,14608,58419,77812,2218,13928,18941,82202,19232
Florida,2153,10113,7912,1678,2729,4.1,3.5,6.8,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,2510,4798,3184,1396,402,9.800000000000001,7.9,14.2,12,15370,90669,25771,55551,21096,56754,55089,25841,26469,73060,4926,88914,20055,51154,77546,4232,18521,9480,45428,36362,833,16099,10015,21560,16715,18406,49081,32696,33872,13491,772,39180,18246,37118,62144,4344,23643,19198,57542,13160,408,3760,1932,3725,2312,7917,14287,19954,9142,3466,140,3015,1021,4303,5342,1223,6854,10131,8141,1473
Georgia,2610,4744,3156,1383,415,10.7,8,16.4,11.5,15071,95550,27320,55356,20876,55463,55583,27144,28420,71625,4789,92247,21939,49527,74043,3788,18067,9599,49726,36059,784,16433,9137,21502,16289,17075,50162,34361,35117,13212,769,39599,17640,37591,59366,3501,22617,19634,58605,12868,399,3982,2078,3703,2242,7265,13879,20272,9772,3421,144,3375,1267,4404,5213,692,6832,10034,9205,1639
Georgia,2417,4743,3139,1379,392,10.1,7.7,15.8,7.7,15390,98872,24397,56642,21900,56163,55554,27268,30628,72953,4830,93604,19961,50827,74988,3416,15325,9896,51700,37441,801,17212,9019,22748,17344,17154,51255,35407,38042,13347,830,40029,18113,39460,59735,2958,21397,19841,61899,13437,428,4362,1659,3733,2308,6271,13153,18031,9480,3500,138,3472,1003,4373,5159,607,5655,9868,9039,1658
Georgia,2506,4819,3090,1432,377,9.1,7.4,13.4,10.1,14989,103000,26421,56883,21919,55211,56593,29723,30341,74132,4739,99638,21005,50765,73799,3570,14625,9471,50556,38163,807,18316,9068,23601,17916,17149,54042,36451,38239,13805,834,42299,18452,40695,61139,3244,21693,20680,64918,14315,445,4593,1860,4003,2277,6321,12753,17104,8574,3576,142,3963,1108,4618,5589,607,5611,9884,8308,1758
Georgia,2212,4747,2968,1481,343,8.199999999999999,5.8,13.5,6.5,15008,104392,25322,57066,22369,56391,58175,28004,29160,75648,4708,101524,20285,49893,72543,3140,14686,9644,50362,38896,753,19256,8817,24559,18599,17397,57957,36602,39901,14406,713,44007,18528,41940,62794,2806,23611,20312,65382,14782,416,5104,1835,4255,2307,6521,13932,17237,8485,3899,129,4578,1142,5010,5603,508,5920,9923,8391,1832
Georgia,1968,4735,2948,1480,345,7.2,4.6,12.4,6,15304,107083,26734,58083,23114,57058,60977,27898,27725,78183,4684,106837,22066,50455,72756,3700,19762,10486,47727,40956,811,20425,9970,26016,19415,18682,61675,40240,38965,15040,753,47739,22763,45776,65049,4499,26373,22523,66030,15971,414,5304,2083,4655,2537,7776,15327,17242,7534,4246,135,4902,1273,5646,6120,701,7255,11413,8204,2036
Georgia,2108,4763,2974,1480,429,5.8,4,9.300000000000001,5.1,15806,109399,24662,60492,24513,56814,60943,32432,28994,78781,5288,107208,20658,51636,71712,2861,15380,17040,48665,40573,876,21150,9365,27484,20641,18553,65141,44533,40953,15588,1012,48416,19529,48318,67457,3217,27824,26661,69798,15983,493,5637,2255,5792,2808,8278,15319,17441,8210,4413,193,5033,1453,6410,6366,704,7299,12427,9259,2303
Georgia,2165,4935,3056,1535,508,5.4,3.9,8.199999999999999,4,16823,114925,28758,61125,25687,56152,60939,33378,31290,80077,5681,111853,22557,50605,74240,2970,15329,15925,52926,42304,921,22732,10614,27446,22078,19570,68445,48655,42998,16235,1077,50958,22438,49383,70734,3176,29800,28636,73207,16969,533,6366,2827,6226,3255,8112,15623,18893,8141,4789,247,5804,1814,6979,7197,926,7744,14046,9657,2697
Georgia,1864,5061,3106,1617,443,4.7,3.3,7.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,102,632,135,15,42,7.4,8.300000000000001,22.2,11.8,677,3633,1099,2290,949,1458,1466,1095,4803,3037,334,4466,918,3095,2815,116,360,553,4538,1714,12,143,65,180,105,100,169,125,673,113,8,123,54,140,152,4,35,15,275,56,40,249,139,368,185,352,385,392,1298,289,22,417,140,606,771,24,95,198,1085,208
Hawaii,83,623,128,19,48,7,6.8,9.6,13.3,603,3767,1071,2103,919,1543,1429,936,4337,2854,300,4317,797,2936,2723,115,309,480,4237,1688,10,133,56,165,91,92,156,109,646,118,8,113,44,144,138,4,25,21,272,47,43,282,138,400,181,360,384,364,1378,303,25,402,147,654,728,30,80,134,1077,228
Hawaii,120,668,145,20,49,7.3,7.6,18.6,12.7,671,3920,916,2177,873,1428,1377,1079,4374,2784,300,4525,883,3008,2703,93,294,513,4466,1713,9,176,75,179,101,64,164,153,649,122,6,126,42,152,176,1,25,27,252,55,44,287,180,442,196,361,368,451,1476,342,28,438,162,734,719,23,99,156,1212,213
Hawaii,104,646,151,10,60,6,5.5,18.8,13.6,656,3761,860,2185,882,1507,1435,1116,4683,2766,293,4294,797,3023,2588,103,282,540,4707,1695,9,160,77,196,103,66,200,136,710,115,4,132,43,205,172,3,38,34,316,74,38,268,153,444,184,365,381,356,1280,317,15,421,139,787,716,29,80,150,1078,205
Hawaii,112,645,144,10,54,4.8,4.6,9.300000000000001,8,654,3722,846,2343,811,1489,1366,1125,4786,2865,290,4251,744,3046,2533,125,318,511,4912,1679,9,207,72,231,99,97,177,192,725,122,11,135,32,182,194,3,34,20,337,56,39,269,141,459,170,543,400,371,1360,337,30,446,137,757,743,49,99,129,1157,221
Hawaii,110,671,141,13,58,4.4,4.6,12.2,6.7,628,3823,849,2067,823,1665,1361,1152,5152,2970,297,4319,743,2723,2474,119,284,458,5185,1701,15,161,67,244,107,97,176,181,728,124,5,156,34,203,194,2,28,63,362,68,40,278,137,445,196,536,482,474,1520,321,31,479,133,790,760,28,147,177,1268,260
Hawaii,103,678,143,,60,3.7,4.5,,4.1,652,3881,803,1951,825,1758,1228,1101,5073,2933,270,4233,722,2690,2384,95,284,446,5176,1691,11,176,66,203,113,124,225,225,794,141,4,167,43,242,203,4,28,33,405,67,47,299,143,462,202,760,496,418,1582,320,24,481,122,818,741,31,136,144,1338,241
Hawaii,97,686,134,,62,3,3.4,,4.3,659,3673,788,2029,745,1664,1228,942,4835,2876,302,4299,672,2735,2259,112,325,308,5196,1727,10,194,67,224,139,104,214,196,700,152,5,194,59,234,199,,27,32,462,79,51,304,155,476,187,548,523,375,1599,348,32,493,134,815,735,35,137,146,1440,240
Hawaii,83,685,149,,65,2.4,2,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,11,750,714,,62,8.5,8.4,,10.6,1575,14356,5284,7883,5349,8512,11769,5639,5949,7819,466,13196,4307,10670,16710,623,3148,3070,10377,3948,4,115,46,114,117,29,148,115,181,62,0,62,76,77,98,2,40,36,110,14,32,498,305,636,478,949,2668,3094,889,393,14,430,395,931,1289,134,868,2699,1312,168
Idaho,11,759,719,9,70,9,8.9,8,13.5,1500,14124,5085,7928,5545,8059,12634,5259,6380,7927,528,13370,4407,10365,16108,518,3375,2355,10927,3937,3,104,45,106,114,34,185,113,179,55,3,56,17,66,87,5,47,27,112,17,24,446,274,632,485,853,2770,2659,930,386,19,425,362,924,1251,82,948,2363,1389,192
Idaho,17,769,736,,87,8.699999999999999,8.699999999999999,,12,1534,14477,4817,8363,6568,7569,11968,5062,6452,7821,498,14144,4337,10855,16328,369,3202,2245,11137,4221,2,219,45,117,143,29,143,85,358,62,0,67,17,80,130,1,30,27,127,25,36,516,294,704,563,961,2828,2392,1012,387,21,640,367,1028,1302,67,884,2022,1533,267
Idaho,10,772,740,,98,7.1,7,,7.1,1566,14434,5305,8285,6187,7512,12524,5498,6915,8060,488,14261,4838,10589,16707,277,3237,2021,11544,4093,3,113,53,120,167,33,164,78,219,48,0,61,26,86,109,1,29,17,149,25,35,532,330,678,628,989,3094,2688,1014,448,23,493,422,1047,1460,86,940,2093,1835,266
Idaho,8,774,734,,91,6.5,6.1,,9.4,1891,14263,5205,8735,7371,8137,13432,5553,7208,8086,668,14479,4862,10995,17673,347,3374,1791,12358,4063,4,109,51,136,178,45,184,116,267,78,4,65,31,89,115,4,44,15,178,19,59,564,332,772,830,1006,3218,2705,1194,479,42,638,448,1123,1531,97,956,2013,1767,276
Idaho,5,775,734,,94,4.7,4.6,,8.1,1730,14013,4953,8790,7135,7966,13445,5433,6407,8071,564,13806,4824,11078,17291,370,3410,1914,11077,4011,4,116,47,104,151,48,236,136,240,61,1,84,94,103,128,5,47,25,187,25,50,507,326,780,785,1022,3427,2594,1047,444,32,614,478,1156,1596,166,1191,1934,1706,252
Idaho,9,803,761,,102,4.3,4.2,,5.9,1774,14834,5024,8983,6879,8410,13565,5655,7134,8214,548,14266,4781,10465,17195,480,3390,1986,12569,4197,4,115,53,118,156,117,195,195,291,53,0,81,76,111,121,6,30,39,226,18,59,556,341,870,841,1331,3542,2696,1119,470,33,581,459,1308,1822,148,1290,1947,2058,262
Idaho,8,814,770,,112,3.9,3.8,,4.7,1801,15166,5454,8995,7551,8755,14288,6381,7937,8693,580,14799,4903,10353,18572,428,3877,2220,13233,4509,9,134,83,158,211,57,290,192,356,74,3,81,66,121,164,6,37,56,345,25,56,574,435,807,934,1330,3628,2847,1227,542,21,560,540,1196,2103,143,1299,2044,2304,279
Idaho,10,831,785,,103,3.2,3.2,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2148,6606,5384,833,858,10,9,17.1,11.6,27522,161820,41467,91010,39751,84633,110882,51909,56522,115633,10597,183139,41363,99341,156392,5237,31868,21701,101540,70842,657,10216,5892,11941,10274,8039,26036,17199,27996,7501,722,23359,9678,20319,41354,1153,10947,9152,49517,8640,779,9543,5763,10606,7832,16465,41273,44299,42647,8716,390,12290,4444,14107,23992,1970,18579,28398,36192,5347
Illinois,1985,6645,5467,816,880,10.2,9.1,17.8,12.7,27303,161930,39107,89838,40447,83752,112841,50746,57683,117034,10140,183016,39796,97242,151318,4900,30752,20775,105204,71707,639,9994,4916,11912,9568,8171,26332,17456,27707,7648,746,22883,9333,20342,37729,909,10543,8580,48188,8394,842,9566,5332,11021,7906,16124,41298,43484,42060,8972,465,12518,4379,14227,23617,1796,17205,27512,35804,5506
Illinois,1997,6559,5385,798,865,9.699999999999999,8.4,19.4,12.1,28322,167857,39026,90927,41704,85382,115735,51049,59409,120467,10432,191196,41358,97805,150840,4677,30147,20691,105367,74965,602,10639,4896,11810,9855,8487,28428,18299,29057,7724,659,23730,9620,20788,37365,907,10593,8601,49763,8592,833,10051,5492,11673,8125,16844,43485,47196,39119,9451,390,12567,4691,15183,23505,1727,17626,29730,33903,5932
Illinois,1826,6601,5315,839,892,8.699999999999999,7.7,16,10.2,27559,174486,37652,88499,41943,83189,120002,50768,56738,119327,10552,198915,41170,94689,148256,4587,31003,20251,99376,74440,663,11173,4627,12088,9851,8502,30305,19856,29130,7561,700,24691,9937,21678,37179,942,11804,10149,53184,8529,1064,10668,5435,11678,8621,16627,44971,44498,36946,9454,470,13135,5116,15688,23982,1760,18257,28291,33967,6122
Illinois,1855,6553,5301,829,944,9.1,7.9,17,11.1,28404,175567,40331,90205,42894,79535,115330,49538,57833,119423,10728,202199,40129,93116,144850,4040,29238,19644,101459,76346,672,11640,5054,12402,10316,8131,30525,20899,30288,7654,701,25113,9889,22123,37474,849,12050,10487,55222,8706,870,11633,6493,12672,8997,16435,45840,44483,38462,9931,432,14501,5602,16877,24849,1521,18353,29253,36675,6502
Illinois,1756,6513,5242,837,932,7,5.9,14.4,8.1,28237,174727,37160,89654,42631,79222,116949,47461,58494,120316,11104,201749,39850,89927,140654,4193,29809,16966,102596,77612,715,11831,4693,12963,10421,8975,32431,24148,31520,7857,917,25522,10096,23466,37459,1015,12676,11907,57447,9143,932,11766,5794,13369,9222,16890,45510,45637,36450,10213,434,14836,5832,17865,25272,1460,17995,30424,36014,6828
Illinois,1822,6504,5183,845,981,5.9,5,12.2,7.2,27832,179467,37208,89422,42935,81139,116368,49916,55945,120898,11185,206564,40318,86741,137330,5412,29988,16738,102585,78963,644,12490,4695,13284,10962,9099,33802,28627,32318,8115,741,27107,10362,24028,38839,1191,13020,13974,65243,9167,983,12867,6157,13873,9766,18412,48249,46874,35533,10947,474,16511,6263,18080,26672,1644,20059,30472,36848,6779
Illinois,2255,6547,5249,825,1028,5.9,5,12.7,6.7,28496,184218,38158,91981,44223,80756,112658,50848,58920,124794,11290,214254,38764,86466,137070,4290,28125,17028,104724,82329,679,13181,5070,13511,11850,8908,34925,28794,34583,8452,761,28847,10099,25346,40148,1006,13690,14055,70566,9771,1361,13989,6654,14920,10473,19230,49023,46603,39048,12094,595,18041,6392,20369,27905,1866,21267,29634,42056,8019
Illinois,1663,6455,5144,799,1055,4.9,4.3,8.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1029,3199,2919,223,163,10,9.300000000000001,19.2,17.3,10566,58304,25096,39874,20932,72742,115336,46738,36630,48523,3542,108385,27904,52579,84364,6447,37200,26185,69730,26834,179,2658,1726,3591,2765,3873,12552,7451,9988,2372,131,6027,3528,6153,11694,613,5274,3735,16368,1946,142,1204,799,1322,772,4384,11365,10407,7334,1240,45,1526,703,1928,2474,732,4338,5869,5995,595
Indiana,1058,3153,2852,238,154,10.6,9.800000000000001,19.8,15.3,10597,59957,24617,41034,21740,75207,119147,50811,37121,48146,3608,85517,26412,51579,82670,6034,38789,27013,69769,26378,181,2700,1720,3931,3561,3798,12639,8108,10289,2296,116,5962,3139,6688,11643,758,5013,4101,17595,1838,140,1274,757,1384,987,4486,10839,11493,7159,1247,39,1616,682,1961,2376,795,4266,6037,5785,579
Indiana,961,3201,2899,231,136,9,8.300000000000001,15.3,11.8,10508,62379,24883,40847,21862,78009,123845,49963,38989,49435,3641,87755,28705,50890,81915,6158,39323,25556,71435,27139,203,2803,1753,3590,2995,3625,13374,8298,10994,2390,129,6021,3633,6090,11503,576,5001,4227,18786,1924,174,1374,778,1421,833,4428,10945,11931,6909,1366,74,1886,738,1995,2713,716,4093,6129,7075,651
Indiana,997,3151,2827,252,150,8.300000000000001,7.3,19.8,9.4,10642,65088,25810,42284,23600,80199,126297,55187,36888,49788,3875,92481,29885,51957,82576,6428,38681,28329,69654,28076,198,3082,1706,4025,3203,4000,14094,10582,10939,2517,131,6695,3745,6790,11745,677,4964,5435,19681,2067,140,1565,797,1502,896,4707,11567,12791,6425,1437,73,1919,784,2118,2503,865,3965,7010,6088,664
Indiana,1010,3192,2835,261,174,7.7,6.8,17.3,6.9,10318,66790,25794,41462,23671,77010,130106,57894,38318,51271,3780,94661,28600,50384,81929,5882,41299,29362,73363,28981,186,3234,1848,3927,3540,3947,15174,10924,11810,2648,132,6914,3745,6649,12464,504,5480,5858,21237,2366,126,1629,915,1511,1018,4787,12262,12745,6354,1550,71,2150,868,2193,2702,946,4135,7033,6430,716
Indiana,905,3237,2894,253,213,6.1,5.5,12.8,8.6,10597,68202,25756,40801,24084,78138,133377,53726,37305,51748,4111,94989,28262,48165,80382,6105,42923,28917,72024,30077,214,3277,1934,3975,3657,4238,16342,11285,11922,2675,172,6862,3955,6846,12995,561,6097,6327,21455,2437,172,1862,989,1705,1116,5173,13714,11646,6132,1669,122,2351,950,2318,2983,1023,5167,7283,6459,848
Indiana,823,3268,2875,282,260,4.8,4.5,7,5.6,10244,70327,25809,41020,23576,76365,126809,59089,36106,51878,4047,96464,28771,48841,78852,7049,42859,29456,72664,31569,195,3567,1852,4006,3813,4637,16259,13563,11468,2762,155,7426,4072,7486,14010,1016,5954,7206,22013,2662,201,2124,1080,1849,1225,5097,13012,13193,5832,1854,108,2668,1018,2612,3225,1176,4891,7917,6347,1019
Indiana,810,3340,2921,288,222,4.5,4.1,8.9,4.6,10761,72369,26438,41754,25011,75214,129634,59015,37436,53893,4274,101574,29209,48696,81849,7834,43813,30237,76154,33309,248,3799,1974,4238,4296,4302,18260,14339,11826,2935,207,7915,4352,7860,15482,881,6395,7761,23106,2913,221,2247,1201,1917,1439,5488,14956,13253,5716,2013,105,2827,1146,2655,3729,1310,6005,8448,6735,1182
Indiana,793,3314,2889,292,213,3.6,3.2,7.9,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,40,1688,1591,38,77,6.3,5.9,19.6,9.4,5221,32411,11625,28530,16261,28378,57570,26155,18310,27148,2009,44920,13336,33710,56274,2721,15528,12536,40924,16031,21,567,254,903,811,587,3476,2679,1855,465,12,571,256,1054,1675,48,651,1067,2440,226,49,558,328,760,584,1260,6495,10853,2457,691,22,476,323,1055,1331,142,1912,5603,2300,267
Iowa,50,1673,1578,39,81,6.1,5.8,13.2,10.8,5024,34151,12015,28967,16977,28345,60556,26063,19252,27070,1925,45682,13118,33605,54964,2462,15988,11787,40760,15596,19,602,311,943,799,492,3938,2412,1929,442,17,600,288,1078,1639,47,756,1127,2722,231,67,585,389,870,590,1330,5765,7128,2168,627,16,522,255,1000,1369,129,1547,4731,2141,229
Iowa,56,1667,1573,40,85,5.8,5.4,15.7,11.7,5014,34872,12151,29415,16742,28596,61897,27418,19706,27004,1979,48202,13370,33128,55004,2393,15458,12529,41731,16094,20,677,303,981,874,431,4192,2868,2333,447,17,757,281,1217,1702,43,767,1075,2869,209,65,643,345,896,640,1434,6312,6933,2256,652,19,543,253,1177,1405,135,1573,4765,2390,251
Iowa,66,1644,1533,43,85,5.1,4.8,15.8,9.1,5262,35935,12624,28871,17230,29865,63926,27142,18724,27185,2025,49680,13682,32665,53953,2472,15483,11893,42932,16189,24,683,386,1100,925,512,4875,2920,2333,451,17,749,316,1319,1790,48,945,959,3237,222,65,655,370,911,660,1578,6441,7014,2103,736,22,653,298,1304,1531,173,1879,4704,2509,282
Iowa,37,1679,1564,41,88,4.7,4.5,11.5,7.7,5047,36453,12679,29430,16637,30298,64308,27065,18851,27501,2043,50395,13917,33264,53661,2439,16007,12062,43576,16847,23,688,315,1131,935,675,5174,3276,2505,501,16,776,334,1389,1891,65,965,1221,3694,233,71,673,435,1027,716,1782,6998,7247,2119,735,17,644,338,1412,1521,234,2052,4974,2604,320
Iowa,52,1709,1582,45,77,4.6,4.4,14.1,8.5,5117,37695,12866,29503,16776,31666,62988,27015,18163,27835,2122,51118,14258,32734,52924,2423,15648,11739,42789,16918,31,779,325,1183,997,694,5323,3532,2608,484,10,918,621,1482,1879,53,923,1265,3950,236,61,775,428,1083,745,2081,7067,6924,1949,730,17,740,412,1496,1609,216,2183,4774,2636,356
Iowa,35,1697,1573,,80,3.6,3.2,,4.5,5193,38627,12615,29618,17228,31289,62136,27048,17929,28137,2207,52795,15164,31933,52114,2578,15185,11489,41453,17541,53,831,378,1231,1045,834,5364,3990,2683,487,21,955,683,1631,2183,63,923,1655,4162,268,83,897,466,1406,830,2026,6878,7212,1988,803,27,817,455,1901,1768,201,2193,5246,2717,470
Iowa,60,1709,1599,,106,3.9,3.6,,5.3,5229,39641,12668,30829,18063,30884,62206,25168,19004,28829,2190,54759,15486,32106,52541,2408,15481,10802,42941,17951,69,971,388,1310,1144,730,5881,4835,3086,536,21,1147,606,1677,2320,113,1137,1841,4741,304,93,1011,553,1397,891,2250,7247,6879,2240,809,43,976,506,1663,1913,256,2512,5189,2874,409
Iowa,42,1679,1565,,107,3.2,3,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
